Lower Bound	Approximation	Operations	Indels	Reversals	Transpositions
35	2.942857142857143	103	56	47	0
34	3.0	102	61	40	1
36	2.9444444444444446	106	66	40	0
35	2.9714285714285715	104	54	50	0
37	2.945945945945946	109	65	44	0
37	2.972972972972973	110	66	44	0
38	2.9473684210526314	112	71	41	0
35	2.9714285714285715	104	57	47	0
37	2.972972972972973	110	69	41	0
36	3.0555555555555554	110	69	41	0
37	3.0	111	62	49	0
36	3.0277777777777777	109	72	37	0
37	3.0	111	65	45	1
35	3.0	105	63	42	0
35	2.9714285714285715	104	61	43	0
37	2.972972972972973	110	69	40	1
36	3.0833333333333335	111	62	49	0
36	3.0277777777777777	109	63	46	0
36	2.9722222222222223	107	67	40	0
35	3.057142857142857	107	61	45	1
36	3.0	108	67	40	1
39	2.9743589743589745	116	65	51	0
35	3.0	105	69	36	0
35	2.942857142857143	103	65	38	0
37	3.027027027027027	112	67	44	1
33	3.0303030303030303	100	58	42	0
36	2.9722222222222223	107	63	44	0
37	3.027027027027027	112	71	41	0
35	3.0285714285714285	106	65	41	0
38	3.026315789473684	115	69	45	1
37	3.0	111	66	45	0
38	2.9210526315789473	111	67	44	0
35	3.0285714285714285	106	63	43	0
35	3.0285714285714285	106	59	47	0
34	3.0	102	57	45	0
37	2.972972972972973	110	59	51	0
36	2.9444444444444446	106	64	42	0
37	3.0	111	65	46	0
36	2.9722222222222223	107	64	42	1
38	3.026315789473684	115	73	42	0
38	2.973684210526316	113	65	48	0
37	3.0	111	61	50	0
34	3.0	102	62	40	0
35	3.085714285714286	108	64	44	0
34	3.0294117647058822	103	62	40	1
36	3.0555555555555554	110	65	45	0
38	2.973684210526316	113	66	47	0
37	2.945945945945946	109	62	47	0
36	3.0	108	67	41	0
35	2.942857142857143	103	58	45	0
37	3.027027027027027	112	68	44	0
35	3.0285714285714285	106	60	46	0
35	3.057142857142857	107	62	45	0
37	2.891891891891892	107	58	49	0
39	3.0	117	69	48	0
37	3.0	111	53	58	0
36	3.0277777777777777	109	69	40	0
37	2.972972972972973	110	67	43	0
36	3.0555555555555554	110	57	53	0
36	2.9722222222222223	107	59	47	1
34	3.0294117647058822	103	61	42	0
34	2.9705882352941178	101	59	42	0
34	2.9705882352941178	101	62	39	0
35	3.0	105	60	42	3
36	2.9444444444444446	106	69	36	1
36	3.0555555555555554	110	65	45	0
37	3.027027027027027	112	65	47	0
35	2.9714285714285715	104	63	41	0
37	3.054054054054054	113	58	55	0
35	2.9714285714285715	104	62	42	0
37	3.054054054054054	113	62	51	0
34	3.0588235294117645	104	60	44	0
36	3.0555555555555554	110	65	45	0
34	2.9411764705882355	100	58	42	0
38	3.026315789473684	115	72	42	1
36	3.0833333333333335	111	68	43	0
36	3.0	108	62	46	0
37	3.0	111	65	46	0
35	3.0285714285714285	106	64	42	0
35	3.085714285714286	108	58	50	0
34	3.0	102	59	42	1
35	3.0	105	66	38	1
37	3.0	111	69	41	1
36	3.0	108	59	49	0
37	3.027027027027027	112	65	47	0
37	3.027027027027027	112	62	50	0
36	3.0277777777777777	109	63	45	1
37	3.0	111	65	45	1
35	3.0	105	69	36	0
37	3.0	111	63	48	0
36	3.0	108	62	46	0
37	2.972972972972973	110	66	44	0
38	3.026315789473684	115	71	44	0
37	3.027027027027027	112	66	46	0
38	3.026315789473684	115	68	46	1
39	3.0	117	65	52	0
37	2.972972972972973	110	67	43	0
37	2.972972972972973	110	72	38	0
35	2.9714285714285715	104	64	39	1
34	2.9705882352941178	101	56	45	0
37	2.945945945945946	109	62	46	1
36	2.9722222222222223	107	66	40	1
38	2.973684210526316	113	65	48	0
36	2.9722222222222223	107	61	46	0
35	3.057142857142857	107	71	36	0
35	3.0285714285714285	106	61	45	0
35	3.057142857142857	107	63	44	0
37	2.972972972972973	110	64	46	0
38	3.026315789473684	115	67	48	0
37	3.0	111	68	43	0
36	3.0	108	59	49	0
36	3.0833333333333335	111	61	50	0
38	2.9210526315789473	111	71	40	0
33	3.0	99	55	44	0
35	2.9714285714285715	104	67	36	1
35	2.9714285714285715	104	58	46	0
35	3.0	105	65	40	0
36	3.0	108	64	44	0
39	3.0	117	69	48	0
36	2.9722222222222223	107	57	50	0
36	3.0	108	65	43	0
35	2.9714285714285715	104	56	47	1
37	3.0	111	60	51	0
37	2.972972972972973	110	64	46	0
37	2.972972972972973	110	69	41	0
36	3.0555555555555554	110	66	44	0
35	2.9714285714285715	104	61	43	0
36	3.0277777777777777	109	64	45	0
35	3.057142857142857	107	63	44	0
36	2.9722222222222223	107	60	47	0
34	2.911764705882353	99	60	38	1
32	3.03125	97	58	39	0
37	2.972972972972973	110	65	45	0
34	3.0588235294117645	104	60	42	2
36	2.9722222222222223	107	62	44	1
36	3.0833333333333335	111	69	42	0
36	3.0	108	67	41	0
36	3.0277777777777777	109	62	47	0
36	2.9166666666666665	105	65	40	0
36	3.0277777777777777	109	65	44	0
40	2.95	118	71	47	0
37	2.972972972972973	110	60	50	0
37	2.972972972972973	110	64	45	1
39	3.051282051282051	119	69	50	0
39	2.9743589743589745	116	65	51	0
35	3.057142857142857	107	62	45	0
35	3.0285714285714285	106	63	43	0
34	3.0	102	61	41	0
39	3.0	117	74	43	0
35	2.9714285714285715	104	62	42	0
35	3.0	105	60	45	0
37	3.054054054054054	113	71	42	0
35	3.057142857142857	107	64	43	0
36	3.0	108	67	40	1
37	3.027027027027027	112	61	50	1
34	3.0	102	64	37	1
36	2.9722222222222223	107	60	47	0
35	3.0285714285714285	106	70	36	0
39	2.948717948717949	115	66	49	0
36	2.9722222222222223	107	66	41	0
37	2.945945945945946	109	64	44	1
38	3.0	114	73	41	0
35	3.057142857142857	107	68	39	0
37	3.0	111	65	46	0
38	3.0	114	63	51	0
38	3.0	114	67	47	0
34	2.9705882352941178	101	62	39	0
35	2.9714285714285715	104	60	44	0
36	3.0277777777777777	109	66	43	0
37	3.0	111	67	43	1
35	3.0	105	59	46	0
36	3.0277777777777777	109	63	46	0
37	3.0	111	72	39	0
37	3.0	111	68	43	0
33	3.0303030303030303	100	54	46	0
36	3.0	108	60	48	0
37	3.027027027027027	112	69	43	0
37	3.0	111	67	44	0
38	3.0789473684210527	117	69	48	0
37	2.945945945945946	109	68	41	0
36	2.9722222222222223	107	66	41	0
34	2.9411764705882355	100	60	40	0
37	3.027027027027027	112	66	46	0
40	3.0	120	69	51	0
36	3.0	108	70	38	0
36	3.0555555555555554	110	65	44	1
37	3.054054054054054	113	67	46	0
37	3.0	111	67	43	1
35	3.0	105	55	50	0
37	3.027027027027027	112	70	42	0
35	3.0	105	63	42	0
37	2.972972972972973	110	65	45	0
37	3.0	111	65	44	2
38	2.9473684210526314	112	66	46	0
35	2.9714285714285715	104	57	46	1
37	2.945945945945946	109	61	47	1
39	2.923076923076923	114	66	48	0
35	3.0	105	58	47	0
36	3.0	108	63	44	1
37	3.054054054054054	113	63	50	0
37	3.0	111	63	48	0
37	3.027027027027027	112	73	39	0
36	2.9722222222222223	107	57	50	0
34	3.0588235294117645	104	58	46	0
37	3.0	111	65	45	1
37	2.972972972972973	110	66	44	0
37	3.054054054054054	113	71	42	0
Distance	122	96	108.499
Approximation	3.1470588235294117	2.8857142857142857	3.0001163320762974
122	96	108.499	3.1470588235294117	2.8857142857142857	3.0001163320762974
