Lower Bound	Approximation	Operations	Indels	Reversals	Transpositions
16	2.9375	47	36	5	6
17	2.823529411764706	48	32	16	0
16	2.6875	43	30	13	0
18	2.9444444444444446	53	38	15	0
17	2.9411764705882355	50	36	14	0
17	2.8823529411764706	49	31	17	1
17	3.0588235294117645	52	30	22	0
18	2.8333333333333335	51	36	14	1
17	2.764705882352941	47	35	10	2
19	2.736842105263158	52	40	11	1
17	2.9411764705882355	50	35	12	3
18	2.8333333333333335	51	35	16	0
18	2.888888888888889	52	31	21	0
16	3.0625	49	31	18	0
18	2.9444444444444446	53	34	18	1
19	2.9473684210526314	56	34	22	0
18	2.7777777777777777	50	35	15	0
16	2.875	46	33	13	0
18	3.0	54	36	18	0
16	2.875	46	35	11	0
17	2.823529411764706	48	34	12	2
18	2.8333333333333335	51	34	16	1
19	2.8421052631578947	54	36	18	0
18	2.8333333333333335	51	35	16	0
18	2.7777777777777777	50	33	17	0
17	2.8823529411764706	49	31	18	0
18	2.888888888888889	52	36	16	0
17	2.8823529411764706	49	34	14	1
20	2.8	56	41	15	0
19	2.8421052631578947	54	39	13	2
19	3.0	57	41	14	2
16	3.0	48	33	15	0
19	2.8421052631578947	54	38	16	0
17	3.0	51	33	18	0
19	2.6842105263157894	51	38	13	0
18	2.888888888888889	52	33	18	1
16	3.0	48	32	16	0
17	2.7058823529411766	46	31	15	0
19	2.8947368421052633	55	43	10	2
15	3.066666666666667	46	33	13	0
19	2.8421052631578947	54	38	16	0
18	2.8333333333333335	51	37	13	1
19	2.789473684210526	53	36	17	0
18	3.0	54	40	13	1
18	2.8333333333333335	51	33	18	0
16	3.0625	49	33	15	1
17	2.823529411764706	48	31	17	0
17	3.0588235294117645	52	36	16	0
19	2.789473684210526	53	39	13	1
18	3.0	54	32	22	0
17	3.0	51	37	14	0
17	2.8823529411764706	49	36	12	1
17	2.9411764705882355	50	33	17	0
18	2.7777777777777777	50	32	18	0
18	2.7777777777777777	50	35	14	1
17	2.9411764705882355	50	33	17	0
18	2.8333333333333335	51	35	15	1
18	2.888888888888889	52	34	18	0
17	2.764705882352941	47	34	12	1
16	2.75	44	27	16	1
17	3.0	51	37	13	1
19	2.8421052631578947	54	37	16	1
16	2.9375	47	31	16	0
17	3.0	51	36	12	3
19	2.8947368421052633	55	32	23	0
18	2.888888888888889	52	36	16	0
17	3.0	51	36	12	3
17	2.7058823529411766	46	29	17	0
16	3.0	48	35	12	1
16	2.9375	47	28	19	0
18	2.8333333333333335	51	36	15	0
17	3.0588235294117645	52	33	19	0
18	2.8333333333333335	51	36	15	0
16	2.5625	41	27	14	0
18	2.7222222222222223	49	35	12	2
15	2.8	42	27	15	0
15	2.8	42	30	12	0
18	2.888888888888889	52	33	19	0
16	2.9375	47	34	13	0
19	2.736842105263158	52	36	16	0
17	2.8823529411764706	49	33	16	0
18	2.8333333333333335	51	34	17	0
17	2.6470588235294117	45	34	10	1
17	2.823529411764706	48	32	16	0
18	2.888888888888889	52	38	14	0
17	3.0	51	35	16	0
16	2.875	46	31	14	1
19	2.8947368421052633	55	36	19	0
19	2.736842105263158	52	35	17	0
17	2.8823529411764706	49	34	15	0
19	2.736842105263158	52	39	12	1
17	2.8823529411764706	49	28	21	0
18	2.9444444444444446	53	34	19	0
18	2.888888888888889	52	36	15	1
16	3.0	48	33	13	2
16	3.0	48	36	11	1
17	2.8823529411764706	49	32	13	4
14	2.9285714285714284	41	27	13	1
18	2.8333333333333335	51	36	14	1
16	2.8125	45	32	13	0
18	2.888888888888889	52	30	22	0
17	3.0	51	36	15	0
19	2.8421052631578947	54	36	17	1
17	2.9411764705882355	50	35	15	0
17	2.7058823529411766	46	30	15	1
18	2.888888888888889	52	39	13	0
17	2.823529411764706	48	35	12	1
18	2.888888888888889	52	37	13	2
17	2.8823529411764706	49	34	14	1
18	2.8333333333333335	51	34	17	0
18	2.7222222222222223	49	36	13	0
18	2.7222222222222223	49	33	16	0
17	3.1176470588235294	53	37	16	0
18	2.9444444444444446	53	37	16	0
16	2.75	44	28	16	0
16	2.9375	47	34	12	1
17	2.7058823529411766	46	32	13	1
17	2.9411764705882355	50	34	14	2
17	2.8823529411764706	49	31	18	0
17	3.0588235294117645	52	34	18	0
18	2.8333333333333335	51	36	14	1
16	3.0	48	33	15	0
17	2.9411764705882355	50	32	18	0
16	2.875	46	26	20	0
17	2.9411764705882355	50	36	13	1
18	2.7777777777777777	50	33	16	1
18	2.8333333333333335	51	35	16	0
18	2.888888888888889	52	33	19	0
18	2.888888888888889	52	31	20	1
19	2.789473684210526	53	37	16	0
16	3.0	48	33	13	2
19	2.9473684210526314	56	35	10	11
17	2.9411764705882355	50	41	7	2
18	2.7777777777777777	50	35	15	0
17	2.7058823529411766	46	30	16	0
18	2.8333333333333335	51	34	17	0
17	2.9411764705882355	50	38	11	1
18	2.8333333333333335	51	33	18	0
19	2.9473684210526314	56	35	21	0
17	2.8823529411764706	49	32	16	1
16	2.9375	47	32	15	0
16	2.875	46	29	17	0
17	2.823529411764706	48	29	19	0
18	3.0	54	37	17	0
20	2.7	54	37	16	1
19	2.8947368421052633	55	39	15	1
18	2.9444444444444446	53	34	19	0
17	2.8823529411764706	49	34	14	1
17	2.8823529411764706	49	32	17	0
18	2.7222222222222223	49	35	13	1
16	2.875	46	31	15	0
18	2.8333333333333335	51	32	19	0
18	2.9444444444444446	53	37	16	0
19	3.0	57	44	10	3
17	2.8823529411764706	49	33	16	0
16	2.9375	47	30	17	0
18	2.7222222222222223	49	36	11	2
18	2.888888888888889	52	34	17	1
16	2.875	46	30	15	1
16	2.9375	47	33	14	0
20	2.75	55	38	16	1
17	2.6470588235294117	45	33	12	0
16	2.9375	47	33	14	0
18	3.0555555555555554	55	37	17	1
17	2.823529411764706	48	31	17	0
16	2.9375	47	32	15	0
19	3.0526315789473686	58	37	21	0
17	2.823529411764706	48	30	18	0
18	3.0555555555555554	55	39	15	1
16	2.75	44	29	14	1
18	2.8333333333333335	51	37	11	3
16	2.9375	47	30	15	2
18	2.888888888888889	52	39	10	3
18	2.7777777777777777	50	32	18	0
18	2.888888888888889	52	33	18	1
17	2.823529411764706	48	34	13	1
19	2.8421052631578947	54	40	13	1
18	2.888888888888889	52	36	16	0
18	3.0555555555555554	55	38	17	0
19	2.8421052631578947	54	36	18	0
17	3.0	51	35	16	0
19	2.6842105263157894	51	37	14	0
16	2.8125	45	28	17	0
16	2.9375	47	31	14	2
18	2.6666666666666665	48	34	14	0
18	2.9444444444444446	53	35	17	1
18	2.7222222222222223	49	34	14	1
16	2.9375	47	30	17	0
19	2.8421052631578947	54	38	16	0
17	2.8823529411764706	49	33	16	0
18	2.8333333333333335	51	32	19	0
17	2.8823529411764706	49	31	17	1
17	2.9411764705882355	50	34	16	0
18	2.8333333333333335	51	37	14	0
18	2.8333333333333335	51	38	12	1
15	3.066666666666667	46	31	15	0
16	2.8125	45	33	11	1
18	2.8333333333333335	51	35	16	0
18	2.888888888888889	52	36	14	2
18	3.0555555555555554	55	39	16	0
17	2.9411764705882355	50	33	17	0
18	2.8333333333333335	51	36	15	0
17	2.823529411764706	48	35	13	0
18	2.8333333333333335	51	34	17	0
18	2.9444444444444446	53	39	13	1
18	2.7777777777777777	50	37	13	0
16	2.8125	45	28	17	0
17	2.9411764705882355	50	31	19	0
20	2.8	56	37	17	2
18	2.888888888888889	52	34	18	0
17	2.823529411764706	48	31	17	0
17	2.823529411764706	48	33	12	3
19	2.8421052631578947	54	38	14	2
Distance	59	40	50.149
Approximation	3.1666666666666665	2.5625	2.8693940414762396
59	40	50.149	3.1666666666666665	2.5625	2.8693940414762396
