Lower Bound	Approximation	Operations
48	1.8125	87
50	1.82	91
49	1.8571428571428572	91
46	1.8478260869565217	85
47	1.9361702127659575	91
48	1.8541666666666667	89
47	1.851063829787234	87
46	1.8695652173913044	86
50	1.9	95
49	1.8979591836734695	93
47	2.0	94
52	1.8269230769230769	95
47	1.8936170212765957	89
47	1.8936170212765957	89
48	1.875	90
49	1.816326530612245	89
51	1.8235294117647058	93
45	1.9333333333333333	87
48	1.8125	87
46	1.891304347826087	87
49	1.8571428571428572	91
46	1.8478260869565217	85
51	1.9019607843137254	97
51	1.8235294117647058	93
49	1.9591836734693877	96
52	1.8846153846153846	98
49	1.9183673469387754	94
48	1.875	90
47	1.851063829787234	87
48	1.7916666666666667	86
49	1.8979591836734695	93
47	1.8085106382978724	85
51	1.7647058823529411	90
51	1.8627450980392157	95
51	1.803921568627451	92
53	1.9245283018867925	102
49	1.8979591836734695	93
48	1.8125	87
48	1.9166666666666667	92
51	1.9215686274509804	98
50	1.82	91
48	1.875	90
51	1.8431372549019607	94
49	1.8775510204081634	92
53	1.8113207547169812	96
44	1.9545454545454546	86
46	1.9130434782608696	88
50	1.88	94
48	1.875	90
48	1.8333333333333333	88
49	1.8775510204081634	92
49	1.816326530612245	89
48	1.9166666666666667	92
54	1.8148148148148149	98
51	1.8627450980392157	95
50	1.78	89
49	1.8775510204081634	92
47	1.8936170212765957	89
49	1.7959183673469388	88
49	1.836734693877551	90
46	1.826086956521739	84
51	1.7843137254901962	91
49	1.9387755102040816	95
47	1.9574468085106382	92
47	1.872340425531915	88
50	1.88	94
50	1.86	93
48	1.8958333333333333	91
47	1.9361702127659575	91
48	1.7916666666666667	86
49	1.9183673469387754	94
48	1.9166666666666667	92
50	1.8	90
48	1.875	90
48	1.9583333333333333	94
50	1.86	93
50	1.78	89
52	1.8076923076923077	94
49	1.8979591836734695	93
47	1.851063829787234	87
47	1.9574468085106382	92
47	1.8297872340425532	86
49	1.8775510204081634	92
47	1.8085106382978724	85
48	1.8541666666666667	89
51	1.8823529411764706	96
44	1.8863636363636365	83
50	1.88	94
46	1.8478260869565217	85
46	1.934782608695652	89
48	1.9166666666666667	92
46	1.8478260869565217	85
50	1.88	94
47	1.8936170212765957	89
55	1.8363636363636364	101
51	1.9215686274509804	98
48	1.875	90
50	1.84	92
51	1.8627450980392157	95
50	1.82	91
49	1.816326530612245	89
52	1.9230769230769231	100
45	1.8666666666666667	84
50	1.84	92
47	1.7234042553191489	81
50	1.82	91
48	1.8958333333333333	91
49	1.8979591836734695	93
49	1.836734693877551	90
50	1.88	94
50	1.86	93
50	1.94	97
50	1.88	94
48	1.9583333333333333	94
47	1.9148936170212767	90
49	1.8979591836734695	93
