Lower Bound	Approximation	Operations
26	3.0	78
25	2.92	73
23	3.0	69
21	3.0952380952380953	65
23	2.9130434782608696	67
22	3.0454545454545454	67
26	3.0	78
26	2.8846153846153846	75
24	3.0	72
25	2.88	72
26	2.8461538461538463	74
24	3.0	72
25	2.92	73
25	3.0	75
22	3.0	66
23	2.869565217391304	66
24	3.0	72
24	2.9166666666666665	70
25	3.04	76
25	3.12	78
25	3.04	76
24	3.0416666666666665	73
27	2.925925925925926	79
24	2.9166666666666665	70
24	2.9583333333333335	71
26	2.9615384615384617	77
24	3.0	72
24	3.0416666666666665	73
23	2.869565217391304	66
26	3.0	78
24	3.0	72
24	3.0416666666666665	73
25	2.88	72
25	2.96	74
25	2.88	72
24	3.125	75
24	2.9166666666666665	70
25	3.08	77
24	2.9166666666666665	70
25	2.88	72
25	2.88	72
24	2.8333333333333335	68
24	2.9166666666666665	70
26	2.769230769230769	72
26	3.0	78
21	2.7142857142857144	57
24	2.875	69
25	2.92	73
26	3.0384615384615383	79
25	2.84	71
23	2.9565217391304346	68
22	3.0	66
24	2.9583333333333335	71
26	2.923076923076923	76
25	2.96	74
25	3.12	78
24	2.9166666666666665	70
26	2.923076923076923	76
24	2.8333333333333335	68
25	2.84	71
25	3.0	75
25	2.92	73
22	2.9545454545454546	65
24	2.875	69
25	3.0	75
24	2.875	69
23	2.9565217391304346	68
21	3.0	63
26	2.923076923076923	76
24	2.9583333333333335	71
23	3.0	69
25	2.96	74
25	2.88	72
24	2.875	69
26	2.923076923076923	76
21	2.9047619047619047	61
26	2.8846153846153846	75
25	2.84	71
26	2.923076923076923	76
26	2.9615384615384617	77
24	2.8333333333333335	68
23	2.869565217391304	66
25	3.0	75
24	2.875	69
23	2.9565217391304346	68
26	2.8461538461538463	74
23	3.0	69
25	2.88	72
24	3.0	72
23	2.9130434782608696	67
25	3.0	75
24	3.0833333333333335	74
25	2.96	74
25	2.92	73
24	2.875	69
24	3.0	72
25	2.84	71
23	3.0	69
25	2.96	74
25	2.88	72
27	2.925925925925926	79
25	3.0	75
23	2.869565217391304	66
22	3.0454545454545454	67
26	2.8846153846153846	75
23	3.1739130434782608	73
25	3.04	76
23	3.0434782608695654	70
27	2.888888888888889	78
24	2.9166666666666665	70
26	2.8846153846153846	75
22	2.909090909090909	64
25	2.96	74
25	2.92	73
25	2.96	74
23	3.0869565217391304	71
25	2.96	74
21	2.9523809523809526	62
26	2.9615384615384617	77
26	2.923076923076923	76
23	3.0434782608695654	70
25	2.96	74
25	2.96	74
25	3.04	76
26	2.923076923076923	76
23	3.0869565217391304	71
