50	5	8	3	5.778	3.5	1.5	2.4206666666666665
50	15	33	19	25.528	3.4444444444444446	2.2222222222222223	2.832291774891775
50	25	44	26	36.259	3.3636363636363638	2.5	2.9244419746919745
50	50	62	44	53.871	3.2777777777777777	2.7777777777777777	2.978150179369994
100	10	23	11	16.934	3.5	2.0	2.6483
100	30	59	40	50.496	3.2777777777777777	2.5625	2.889284320482579
100	50	85	57	72.152	3.217391304347826	2.7142857142857144	2.9593607047059223
100	100	122	96	108.674	3.1470588235294117	2.8857142857142857	3.0049753848951024
150	15	36	22	28.091	3.3	2.272727272727273	2.719040404040404
150	45	90	62	75.403	3.16	2.642857142857143	2.9061205808395614
150	75	128	94	110.986	3.1578947368421053	2.7948717948717947	2.9746557577312056
150	150	179	149	163.496	3.1320754716981134	2.9245283018867925	3.0106683103737963
200	20	43	25	33.495	3.3076923076923075	2.3333333333333335	2.7081277555777556
200	60	115	86	100.447	3.1875	2.696969696969697	2.915030151523766
200	100	165	126	146.859	3.142857142857143	2.816326530612245	2.978896761230078
200	200	234	191	216.424	3.1232876712328768	2.9295774647887325	3.0163695249577556
250	25	55	37	44.547	3.1333333333333333	2.375	2.7255929154995333
250	75	141	105	125.684	3.13953488372093	2.7142857142857144	2.914970217165455
250	125	207	166	183.006	3.1475409836065573	2.8688524590163933	2.9840026553775325
250	250	291	251	271.58	3.1235955056179776	2.932584269662921	3.0208327083463535
300	30	66	45	55.461	3.1052631578947367	2.4	2.7334249596031466
300	90	169	132	150.075	3.0980392156862746	2.7450980392156863	2.9148670891987116
300	150	243	197	221.836	3.1232876712328768	2.857142857142857	2.9848893790503372
300	300	349	304	326.236	3.102803738317757	2.9711538461538463	3.022738616267566
350	35	70	49	61.01	3.090909090909091	2.45	2.727365038287418
350	105	197	156	175.685	3.0517241379310347	2.7666666666666666	2.914786670902636
350	175	286	236	257.603	3.0941176470588236	2.8795180722891565	2.987076894446907
350	350	409	358	380.111	3.105691056910569	2.9754098360655736	3.0230077121341794
400	40	84	61	71.888	3.08	2.48	2.7312029879870807
400	120	221	182	200.347	3.0625	2.7611940298507465	2.919266506478878
400	200	319	268	293.889	3.1157894736842104	2.881188118811881	2.98995045269261
400	400	461	406	434.651	3.084507042253521	2.972972972972973	3.0236992904272455
450	45	94	72	82.615	3.0689655172413794	2.5	2.725910216331942
450	135	246	200	224.941	3.054054054054054	2.792207792207792	2.9171888688267664
450	225	359	299	332.705	3.0841121495327104	2.875	2.990464838931597
450	450	515	464	490.049	3.091463414634146	2.9746835443037973	3.0257397377288036
500	50	99	75	88.198	3.0	2.484848484848485	2.7268543832213337
500	150	273	225	250.31	3.0476190476190474	2.764705882352941	2.918923398775777
500	250	397	341	368.726	3.1048387096774195	2.8870967741935485	2.9904409787617587
500	500	574	514	543.516	3.083798882681564	2.977900552486188	3.0260386884714703
