50	5	6	3	4.914	2.0	1.3333333333333333	1.6626666666666667
50	25	43	25	33.947	2.176470588235294	1.6666666666666667	1.9236468202162473
50	50	62	41	52.317	2.1538461538461537	1.8620689655172413	1.9914177895177336
100	10	19	10	14.707	2.25	1.4285714285714286	1.7003353174603175
100	50	78	55	67.287	2.1176470588235294	1.7777777777777777	1.9329086897234506
100	100	120	91	105.805	2.1	1.9215686274509804	2.00085087991566
150	15	30	20	24.516	2.0714285714285716	1.5333333333333334	1.7268363136863136
150	75	121	88	104.012	2.086206896551724	1.8	1.9472053850216888
150	150	173	142	158.823	2.072289156626506	1.9473684210526316	2.0052050499787923
200	20	35	22	29.553	2.0588235294117645	1.5294117647058822	1.7259815359477124
200	100	152	119	137.596	2.074626865671642	1.8108108108108107	1.9469430700588457
200	200	232	191	210.809	2.0594059405940595	1.9428571428571428	2.005364213742303
250	25	46	33	39.309	2.0	1.565217391304348	1.7370015532903404
250	125	194	152	171.23	2.0853658536585367	1.853932584269663	1.949586555239671
250	250	286	245	263.88	2.0655737704918034	1.9541984732824427	2.006878886163389
300	30	55	42	49.075	1.9642857142857142	1.5925925925925926	1.7455818985867262
300	150	232	189	208.036	2.038095238095238	1.8396226415094339	1.950574111919402
300	300	338	290	317.18	2.0552147239263805	1.9567901234567902	2.006884839512063
350	35	62	47	54.046	2.0	1.606060606060606	1.7389773223989993
350	175	267	223	241.621	2.0350877192982457	1.8699186991869918	1.9510218701224966
350	350	396	346	369.075	2.0614525139664805	1.9627659574468086	2.0075245655286262
400	40	73	56	63.884	1.9428571428571428	1.605263157894737	1.7471810291366212
400	200	298	253	275.302	2.028776978417266	1.8541666666666667	1.9507880796549195
400	400	448	398	422.68	2.052380952380952	1.9710144927536233	2.007686857563888
450	45	83	64	73.535	2.0	1.619047619047619	1.749521027124534
450	225	335	285	311.99	2.0194805194805197	1.864516129032258	1.95227215201792
450	450	508	446	476.636	2.05	1.9746835443037976	2.008367552444254
500	50	87	69	78.471	1.9111111111111112	1.6222222222222222	1.7421355992756498
500	250	373	311	345.375	2.0285714285714285	1.8826815642458101	1.9518578704104557
500	500	558	498	527.722	2.0387596899224807	1.9683794466403162	2.008122048654051
